id,meigara,code,uriagetuuki1,uriagetuuki2,riekituuki1,riekituuki2,epstuuki1,epstuuki2,uriageshihanki1,uriageshihanki2,uriageshihanki3,riekishihanki1,riekishihanki2,riekishihanki3,epsshihanki1,epsshihanki2,epsshihanki3
2230,小倉クラッチ,6408,99.11,101.34,62.74,65.68,50.67,71.17,87.65,67.36,76.75,-137.5,-1221.88,-29.1,5044.46,398.31,-55.23
2231,キトー,6409,95.89,111.0,85.36,136.5,78.66,142.73,89.04,83.79,75.93,97.68,76.34,26.76,109.17,64.61,-98.25
2233,平和,6412,99.72,109.2,84.07,201.09,97.13,240.12,94.82,58.24,43.94,70.59,-4.86,-54.49,62.01,-10.31,-99.26
2234,理想科学工業,6413,93.05,98.12,67.44,97.44,25.25,93.63,96.84,81.05,70.43,-146.8,9.04,-70.85,214.22,92.98,7.91
2235,川重冷熱工業,6414,98.32,105.47,55.36,97.78,60.44,96.72,113.79,91.58,108.48,169.06,147.95,-48.28,185.63,161.26,-48.57
2236,桂川電機,6416,87.58,87.66,140.33,99.19,150.38,122.99,69.77,64.09,110.56,115.14,141.15,152.07,154.37,65.25,127.61
2237,ＳＡＮＫＹＯ,6417,88.55,102.71,58.96,209.08,111.25,241.16,55.47,33.29,158.22,42.42,-72.64,-629.53,29.97,-107.76,-4593.1
2238,日本金銭機械,6418,83.5,104.72,-37.0,143.8,-139.31,137.68,74.71,46.05,73.1,645.0,538.27,-173.26,-68633.33,326.35,-1458.77
2239,マースエンジニアリング,6419,92.68,103.92,80.98,133.38,210.13,41.98,65.47,63.91,61.5,51.61,34.86,-20.24,54.69,29.79,0.5
2240,福島工業,6420,100.31,100.35,96.62,108.68,94.11,116.41,101.11,96.62,78.65,103.63,90.57,46.12,61.87,85.47,34.45
2241,高見沢サイバネティックス,6424,138.62,113.4,-200.32,-404.58,-170.02,-1938.53,92.42,69.64,69.08,160.22,7.41,164.86,199.2,6.07,141.05
2243,オーイズミ,6428,123.36,87.44,289.11,2258.33,152.74,-87.59,187.48,55.12,94.22,303.36,10.98,88.51,398.92,32.82,116.46
2244,ダイコク電機,6430,105.63,91.41,93.71,128.1,84.0,160.91,80.95,60.5,58.11,144.99,20.78,-42.06,155.5,44.5,-38.66
2245,竹内製作所,6432,105.21,116.78,82.08,109.04,79.82,119.3,99.61,83.34,87.14,113.2,96.89,76.58,114.91,100.22,78.64
2246,ヒーハイスト精工,6433,84.33,104.84,-11.86,78.67,-306.01,66.77,115.7,71.97,68.45,-168.42,425.0,-30.77,-138.45,321.29,-49.36
2247,アマノ,6436,101.04,105.87,106.64,105.65,116.7,91.71,88.84,80.88,83.4,71.07,56.31,-3.57,78.92,73.92,24.04
2250,サンデン,6444,74.79,95.25,-382.56,16.26,-9.9,-541.29,101.35,54.6,32.28,94.94,505.63,-626.33,-31.63,-161.74,380.55
2251,蛇の目ミシン工業,6445,93.1,93.56,100.7,55.42,48.18,63.27,125.78,117.13,129.22,588.98,463.47,2413.04,1095.91,-9849.15,1243.67
2252,ブラザー工業,6448,93.17,95.93,93.61,104.74,91.93,107.74,106.63,98.51,83.64,160.46,126.13,51.21,159.72,125.46,51.4
2253,マックス,6454,99.36,102.91,106.1,116.47,109.47,108.96,95.2,87.7,84.49,90.05,75.02,72.71,80.96,81.34,77.16
2254,モリタホールディングス,6455,94.97,107.04,93.38,111.79,108.94,111.32,111.12,87.05,92.26,133.28,77.02,167.51,147.61,39.84,139.44
2255,グローリー,6457,95.08,103.7,87.13,104.9,74.64,127.41,109.68,85.06,77.59,158.03,43.8,-30.65,135.4,44.99,-100.55
2256,新晃工業,6458,108.03,101.38,167.56,98.1,144.22,106.97,89.3,75.92,77.29,80.77,48.65,45.36,81.97,53.56,68.17
2258,セガサミーホールディングス,6460,110.54,102.47,211.35,73.81,520.41,29.58,86.71,66.64,66.52,123.3,6.92,-112.97,117.84,-225.57,-191.8
2259,日本ピストンリング,6461,96.17,102.03,53.48,87.92,26.11,82.61,88.05,65.28,79.13,92.24,-273.89,-1650.0,138.79,-478.51,668.39
2260,リケン,6462,93.54,103.18,75.59,93.05,70.3,113.27,93.64,65.13,76.21,111.29,-61.41,-21.81,117.08,-29.4,22.53
2261,ＴＰＲ,6463,92.69,102.79,76.04,88.13,63.53,94.65,100.15,73.43,67.74,126.14,12.08,-2.91,110.13,22.17,13.17
2265,ニチダイ,6467,84.83,114.22,51.33,183.71,49.31,185.39,74.76,61.54,67.03,-23.5,-98.0,-60.39,-23.02,-74.44,-45.08
2266,放電精密加工研究所,6469,95.22,109.69,-19.9,245.5,-26.75,200.02,104.21,113.99,102.89,39.55,52.54,-3533.33,140.6,-43.76,481.28
2267,大豊工業,6470,91.83,98.91,49.89,74.26,37.73,104.92,101.18,81.13,73.5,209.15,-66.78,-228.65,299.04,-189.69,-330.14
2268,日本精工,6471,83.83,97.16,29.77,81.0,31.64,81.93,103.7,88.27,57.8,80.67,41.2,-125.72,97.36,-86.75,-109.73
2269,ＮＴＮ,6472,88.87,98.55,27.9,68.03,632.29,-34.15,99.9,90.36,53.55,588.67,-167.61,-310.58,-50.0,181.86,-506.21
2273,ミネベア,6479,110.59,100.38,81.42,104.54,77.21,120.31,103.01,98.14,91.7,84.1,89.47,161.37,85.46,95.13,167.3
2274,日本トムソン,6480,82.43,104.24,27.46,184.33,-4.99,222.48,98.75,79.13,80.08,261.11,-140.15,-22.99,83.81,311.7,0.88
2276,ユーシン精機,6482,91.65,104.57,83.66,117.05,82.53,117.27,96.09,87.7,68.96,171.28,97.11,44.98,162.84,104.7,54.45
2277,ＫＶＫ,6484,101.57,98.38,129.34,83.36,186.35,67.47,109.57,97.42,97.98,105.86,144.6,171.77,91.93,137.1,158.13
2278,前澤給装工業,6485,97.35,99.87,105.05,97.5,104.64,94.98,122.57,109.07,111.64,101.65,108.81,88.99,104.2,119.18,100.8
2279,イーグル工業,6486,95.14,99.04,59.17,83.15,41.33,67.44,103.54,90.0,70.35,-7626.09,28.83,-44.52,-2924.17,28.6,-106.82
2280,ヨシタケ,6488,99.64,103.26,101.0,86.87,99.97,111.53,86.8,86.72,87.1,60.21,46.82,93.16,53.78,48.78,119.39
2281,ヨシタケ,6489,99.42,105.26,134.6,123.46,104.79,111.34,0.0,115.28,102.49,0.0,-8128.57,123.97,0.0,-438.97,127.52
2282,日本ピラー工業,6490,94.35,105.1,71.85,99.32,71.37,108.68,102.05,91.81,100.3,146.2,75.0,124.5,129.72,71.14,139.75
2284,日鍛バルブ,6493,92.37,101.06,52.21,103.1,53.34,-219.34,93.32,69.97,67.3,286.51,-675.38,-72.96,-697.42,1757.03,-214.34
2285,ＮＦＫホールディングス,6494,106.59,105.61,30.71,-1814.29,-134.82,-4775.0,115.36,106.84,50.21,821.43,210.64,136.54,582.35,217.16,117.61
2286,宮入バルブ製作所,6495,97.16,99.43,-77.78,-78.95,-6.11,-82.57,100.24,92.02,102.98,487.5,115.38,-160.0,111.48,58.7,-63.64
2287,宮入バルブ製作所,6496,97.67,87.59,88.15,68.21,81.84,72.63,0.0,89.43,115.04,0.0,56.44,216.46,0.0,54.0,298.04
2291,東芝,6502,91.78,93.56,368.04,41.13,-14.4,100.8,97.45,85.9,73.76,199.64,35.61,-161.41,-830.52,-172.57,9.44
2292,三菱電機,6503,98.73,101.7,89.39,88.71,97.88,88.64,97.28,92.23,81.67,112.24,69.38,36.79,86.99,62.57,41.83
2293,富士電機,6504,98.44,102.4,70.89,107.17,71.51,106.64,99.63,81.57,95.93,153.46,38.27,66.86,-141.63,20.54,53.67
2294,富士電機,6505,94.9,96.81,191.74,152.19,160.73,102.65,0.0,84.09,88.77,0.0,2.27,-331.37,0.0,35.93,345.83
2295,安川電機,6506,86.58,105.82,45.57,98.1,36.91,107.8,94.97,92.05,84.51,145.6,107.93,78.37,127.27,108.34,83.85
2296,シンフォニアテクノロジー,6507,95.33,104.24,49.19,87.73,36.53,88.21,90.06,98.89,106.33,41.29,176.72,-45.14,48.39,271.51,-56.81
2297,明電舎,6508,104.37,101.32,123.11,90.82,107.25,108.46,96.85,94.7,94.79,-9.8,107.96,82.95,10.33,129.58,98.2
2298,オリジン電気,6513,85.79,114.27,36.02,137.76,12.2,220.12,83.21,68.76,67.32,-102.56,-154.85,-145.04,-9.81,-260.09,-765.67
2299,山洋電気,6516,83.5,94.94,15.83,75.02,8.56,78.13,115.2,115.07,81.67,286.68,-744.69,-1580.0,219.8,-326.57,391.7
2300,デンヨー,6517,113.2,110.71,144.18,107.66,129.69,115.23,84.84,73.85,96.44,78.72,49.68,137.05,83.23,42.45,203.92
2301,三相電機,6518,86.81,101.61,28.52,97.39,26.41,82.47,96.77,91.93,87.01,124.32,8.2,166.99,202.89,21.49,166.96
2302,三相電機,6531,106.65,104.81,69.8,-2318.18,77.38,-598.22,0.0,71.15,83.41,0.0,-174.29,118.57,0.0,-261.04,104.7
2305,三相電機,6535,70.49,117.56,71.08,149.2,133.69,104.14,0.0,136.52,100.84,0.0,153.81,171.81,0.0,155.94,205.72
2307,キャリアインデックス,6538,99.15,98.29,39.2,103.18,29.68,103.17,117.55,90.64,80.1,168.25,232.2,96.47,264.47,225.97,27.31
2308,ＭＳ－Ｊａｐａｎ,6539,107.05,122.81,100.83,144.44,114.51,131.36,77.34,73.52,87.59,60.85,59.81,86.51,48.6,48.59,79.72
2310,グレイステクノロジー,6541,124.87,115.98,165.74,137.56,173.67,129.06,175.05,111.58,101.74,150.0,131.19,121.51,287.17,124.42,126.85
2311,グレイステクノロジー,6542,101.05,109.38,116.51,99.19,111.69,80.45,0.0,154.02,100.78,0.0,126.25,235.29,0.0,303.04,235.62
2312,日宣,6543,101.19,106.58,95.72,88.89,86.11,35.21,100.74,100.69,88.21,170.37,141.3,57.55,153.45,204.82,59.97
2313,ジャパンエレベーターサービスホールディングス,6544,119.21,116.79,133.58,150.56,133.49,148.8,116.8,103.28,108.58,126.48,123.07,148.05,200.31,114.56,195.33
2314,インターネットインフィニティー,6545,106.3,102.25,234.78,38.17,189.44,32.72,101.34,98.44,91.31,93.22,107.25,101.72,203.0,153.29,49.22
2316,インターネットインフィニティー,6547,74.15,113.83,-142.16,127.41,-287.02,125.21,0.0,59.95,43.89,0.0,-295.76,-265.0,0.0,-527.92,-377.64
2317,旅工房,6548,113.96,120.66,41.44,411.11,46.01,476.44,13.37,1.55,1.89,-1303.85,-167.08,-808.64,-4317.81,-63.71,-944.89
2319,Ｆｒｉｎｇｅ８１,6550,93.31,107.7,-224.41,63.58,-345.47,113.55,25.56,30.0,40.09,72.94,146.99,183.33,102.43,115.21,248.54
2321,Ｆｒｉｎｇｅ８１,6552,91.8,117.59,50.5,69.18,31.26,80.28,0.0,95.21,91.84,0.0,-13.51,-52.63,0.0,-63.89,-90.51
2324,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,6555,88.39,101.74,56.91,101.99,59.13,105.88,47.28,38.13,31.6,-166.18,-75.2,-918.18,-171.07,-77.03,-755.13
2325,ウェルビー,6556,119.6,131.78,117.59,147.73,116.35,135.17,118.47,122.33,122.85,107.16,112.82,122.55,138.42,111.09,123.36
2330,ジーニー,6562,95.95,103.99,29.35,-58.82,32.47,-801.3,100.65,93.17,90.27,250.0,-13.43,81.48,294.48,18.98,67.73
2332,ミダック,6564,111.48,110.18,136.16,124.35,144.41,27.98,104.32,116.28,114.36,121.04,160.25,150.72,119.2,166.87,142.53
2334,要興業,6566,101.71,104.5,78.79,89.58,84.01,80.17,99.35,96.15,88.1,166.5,88.89,48.51,167.11,78.51,48.2
2335,要興業,6567,110.99,123.13,215.87,103.28,123.23,71.84,0.0,119.55,115.97,0.0,258.82,868.75,0.0,222.25,1207.5
2336,神戸天然物化学,6568,100.91,99.65,46.29,101.47,55.26,81.76,84.56,105.17,105.14,38.08,224.18,40.0,-2.84,118.86,-111.36
2337,日総工産,6569,108.39,116.81,106.69,159.39,98.26,162.52,92.33,87.25,92.07,123.31,80.65,43.19,130.69,114.91,28.26
2339,日総工産,6571,91.49,108.18,12.14,119.99,8.08,118.34,0.0,86.33,81.19,0.0,-19.38,58.17,0.0,-20.04,57.16
2340,ＲＰＡホールディングス,6572,123.03,195.44,49.37,205.16,2.89,88.3,98.09,100.53,146.11,-288.89,55.37,69.82,68.09,105.8,52.13
2342,コンヴァノ,6574,107.38,111.9,115.33,104.17,125.39,94.9,84.51,68.34,28.57,13.04,-101.18,-693.55,15.48,-154.33,-1190.85
2343,ヒューマン・アソシエイツ・ホールディングス,6575,140.36,96.66,13.61,57.65,-12.95,95.71,93.23,83.99,97.75,331.25,60.0,-1828.57,-108.0,48.07,-1881.75
2344,ヒューマン・アソシエイツ・ホールディングス,6577,51.13,136.93,-44.78,111.67,-61.77,99.23,0.0,13.16,1.85,0.0,226.32,-49.21,0.0,389.07,-33.85
2345,エヌリンクス,6578,100.4,120.19,-43.83,120.95,-84.65,89.46,97.21,75.95,68.85,218.92,614.86,906.12,-87.02,-118.54,11.01
2346,ログリー,6579,114.17,147.79,36.0,140.0,37.79,85.5,133.57,170.27,189.74,33.33,311.11,1766.67,40.61,-159.66,1808.61
2347,ライトアップ,6580,114.83,100.37,92.78,65.02,86.25,62.45,120.32,108.61,109.52,218.64,204.88,-92.86,192.15,188.48,-112.15
2348,三桜工業,6584,101.6,101.25,263.76,48.1,-25.54,-172.74,94.43,58.09,71.54,270.71,-114.8,-62.45,431.6,-59.16,-36.56
2349,マキタ,6586,100.42,102.78,81.79,97.6,85.6,101.47,121.83,128.99,103.69,148.93,150.23,89.61,145.31,144.37,81.35
2350,東芝テック,6588,101.46,92.9,77.7,73.29,33.25,64.0,88.0,80.49,72.41,128.61,49.95,-96.75,142.73,-70.17,-104.19
2351,芝浦メカトロニクス,6590,88.79,107.78,78.08,160.19,78.3,153.87,81.92,97.84,94.18,25.68,109.98,38.66,5.0,121.8,15.9
2354,日本電産,6594,104.02,99.15,85.38,77.45,54.76,42.2,106.09,106.28,93.35,147.55,120.24,101.74,158.52,119.59,620.61
2358,ユー・エム・シー・エレクトロニクス,6615,101.69,110.19,674.64,-39.6,540.8,-350.33,102.16,94.55,84.73,-108.41,-327.66,91.14,-19.21,-19.03,51.3
2359,トレックス・セミコンダクター,6616,89.97,99.58,43.74,70.07,39.66,96.43,102.93,100.29,122.12,212.25,25.79,250.0,173.29,-7.8,1445.79
2360,東光高岳,6617,102.7,95.36,84.83,92.84,81.74,66.82,97.95,106.13,102.66,103.98,-35.87,-30.41,110.96,-5.98,-12.27
2361,大泉製作所,6618,91.75,100.63,63.27,105.91,39.4,167.53,107.24,85.89,68.99,262.5,-25.0,-27.4,270.1,-63.14,-24.18
2363,宮越ホールディングス,6620,101.64,109.0,94.74,114.11,79.96,102.85,130.89,108.79,97.27,148.91,107.5,95.82,221.37,116.8,114.66
2364,ダイヘン,6622,101.11,95.99,108.32,83.24,109.01,90.73,98.18,93.57,99.72,167.36,102.1,202.11,149.87,88.25,364.03
2365,愛知電機,6623,93.75,102.3,66.14,82.47,87.98,92.77,115.61,91.2,90.7,164.82,65.65,128.77,150.49,62.38,124.15
2367,ＪＡＬＣＯホールディングス,6625,148.88,209.78,166.25,389.7,100.92,80.96,171.58,117.52,123.48,122.43,110.53,117.6,380.28,112.18,110.96
2368,ＳＥＭＩＴＥＣ,6626,97.54,105.53,89.12,125.85,68.48,165.54,129.16,116.79,103.08,260.16,195.48,248.95,237.22,127.0,302.13
2370,オンキヨー,6628,49.75,85.06,508.17,102.83,-18098.77,-4.51,39.74,37.3,26.93,113.37,84.37,92.52,19.6,10.71,39.36
2371,テクノホライゾン・ホールディングス,6629,113.98,101.12,126.47,114.1,204.19,84.54,110.69,73.56,104.72,244.21,22.47,115.91,507.33,16.95,112.33
2372,ヤーマン,6630,84.31,118.33,43.89,105.94,37.77,105.08,169.53,164.41,160.62,248.6,243.05,222.13,292.46,241.14,267.69
2373,ＪＶＣケンウッド,6632,94.69,102.31,56.18,104.7,23.28,145.35,106.21,91.04,69.49,527.29,-19.84,-173.52,924.37,-221.54,-405.57
2378,寺崎電気産業,6637,103.93,95.75,179.66,60.04,155.64,90.68,90.21,93.46,97.9,97.78,94.35,132.7,91.05,87.33,582.94
2379,ミマキエンジニアリング,6638,100.2,105.67,44.98,110.22,-47.46,90.57,95.93,92.13,59.43,297.77,-186.35,-880.95,-1697.35,-702.73,-961.63
2380,コンテック,6639,92.28,109.5,85.89,143.84,99.53,177.46,97.35,111.87,115.29,48.09,98.98,515.12,35.46,75.39,86.78
2382,日新電機,6641,93.12,99.36,69.8,102.58,67.75,105.11,95.14,111.26,94.91,69.95,176.34,92.29,87.73,176.19,85.21
2383,戸上電機製作所,6643,100.9,97.26,89.74,88.24,89.92,84.03,112.31,92.29,98.2,155.82,55.74,130.22,195.15,69.72,141.94
2384,大崎電気工業,6644,109.72,104.2,85.86,77.54,66.22,67.64,78.97,70.35,95.37,69.77,11.21,57.72,41.74,25.77,-53.8
2385,オムロン,6645,92.55,85.19,81.42,77.97,140.06,87.85,100.13,90.96,91.52,123.3,78.09,124.23,28.86,91.82,115.48
2386,森尾電機,6647,105.82,109.7,262.19,69.55,194.33,68.9,77.4,107.19,128.3,-23.27,-244.44,12.5,-27.99,-111.89,19.26
2387,かわでん,6648,108.13,103.18,71.28,88.35,74.43,68.78,90.32,88.69,73.51,98.47,1148.48,326.19,93.8,265.27,400.0
2388,日東工業,6651,119.18,108.24,191.63,112.54,198.89,140.36,104.35,97.4,98.21,95.47,94.07,110.35,93.19,93.17,131.36
2389,ＩＤＥＣ,6652,92.99,104.97,82.12,93.72,84.59,66.05,96.3,82.76,87.7,95.21,55.08,76.96,66.22,55.23,69.23
2392,東洋電機,6655,101.55,105.55,271.79,28.26,154.11,59.77,99.37,85.75,89.43,215.0,-14.67,122.64,193.95,-66.72,110.93
2393,インスペック,6656,82.47,148.28,13.92,-123.44,30.04,-46.91,92.04,43.59,81.89,256.25,1028.57,73.14,1064.85,312.94,60.97
2394,シライ電子工業,6658,91.28,100.39,-27.07,82.65,220.7,-418.3,82.05,81.0,83.71,83.15,114.08,118.24,-24.41,108.98,114.9
2395,メディアグローバルリンクス,6659,75.52,82.07,-724.32,-18.93,-1547.93,-7.66,36.52,131.96,114.65,-818.75,1.03,72.9,-844.93,4.5,73.26
2396,メディアグローバルリンクス,6662,94.03,89.72,38.93,100.0,44.87,63.92,0.0,61.81,120.33,0.0,-73.68,66.67,0.0,-353.27,1386.59
2399,リバーエレテック,6666,105.99,91.65,-0.74,179.79,-11.62,170.63,117.33,131.97,121.23,1169.23,-4650.0,-208.7,718.72,789.19,-189.3
2402,ＭＣＪ,6670,112.0,110.21,141.47,113.92,113.02,113.64,118.7,99.01,128.18,113.39,97.12,162.95,145.13,85.35,200.88
2403,ジーエス・ユアサ　コーポレーション,6674,95.75,100.52,95.68,103.35,102.12,118.6,102.95,95.63,84.78,132.26,77.91,49.12,125.93,4.53,-1.89
2404,サクサホールディングス,6675,99.61,104.69,125.61,350.39,94.86,366.22,100.95,94.02,89.37,264.57,105.4,27.78,149.42,-241.73,153.18
2405,メルコホールディングス,6676,105.41,150.71,69.42,112.03,92.36,66.11,114.87,104.07,111.6,566.46,157.49,84.29,352.89,143.31,76.74
2407,テクノメディカ,6678,105.12,107.83,82.86,101.74,91.97,84.27,96.79,80.65,76.42,147.41,88.28,33.61,151.15,84.35,25.82
2409,テクノメディカ,6696,112.82,55.17,71.53,-57.37,72.36,-91.5,0.0,138.55,65.45,0.0,34.04,143.18,0.0,30.05,153.3
2410,ヴィスコ・テクノロジーズ,6698,97.34,107.8,85.27,117.03,70.77,118.11,117.97,93.48,127.11,463.89,92.55,-2060.0,693.9,97.02,495.0
2411,ダイヤモンドエレクトリックホールディングス,6699,127.7,95.89,86.03,24.35,-855.78,14.08,118.74,95.31,69.9,-276.47,-68.0,-178.33,-208.6,127.04,40.09
2412,ＮＥＣ,6701,106.24,102.43,220.85,90.49,252.06,86.52,100.38,91.47,89.89,200.97,69.57,-303.78,210.59,60.96,-153.3
2413,富士通,6702,97.61,96.44,162.4,71.36,154.38,62.1,96.87,83.74,95.71,185.45,59.07,657.99,187.84,51.8,259.34
2414,ＯＫＩ,6703,103.57,100.78,96.04,226.94,167.56,143.18,85.24,83.21,75.62,-0.51,-35.07,-104.28,-96.62,-47.82,900.0
2415,岩崎通信機,6704,106.94,95.79,-69.44,-124.14,14.03,152.22,109.67,81.06,104.21,97.85,-54.7,91.07,92.71,-26.64,84.42
2416,電気興業,6706,100.58,104.03,96.69,177.21,118.67,189.52,97.65,88.59,84.76,142.03,12.53,239.68,142.63,-41.36,484.96
2417,サンケン電気,6707,92.26,99.11,40.92,87.57,-140.4,-34.74,102.82,90.23,83.61,-195.42,21.75,118.58,39.29,158.98,74.13
2419,ナカヨ通信機,6715,98.17,95.76,48.37,85.61,41.5,99.62,103.34,83.03,99.84,414.29,-55.34,6300.0,241.77,-108.16,-36.05
2421,アイホン,6718,104.66,102.71,104.46,96.68,103.52,149.14,116.27,84.92,81.25,313.91,79.06,-53.79,165.33,85.85,-50.08
2426,セイコーエプソン,6724,95.77,98.87,55.33,109.77,14.6,128.38,99.64,92.28,77.4,139.31,45.47,59.9,131.27,37.58,-100.0
2427,ワコム,6727,98.97,108.8,134.08,117.72,101.73,162.96,124.1,115.35,122.32,153.72,195.81,-855.98,147.54,205.16,-1254.05
2428,ワコム,6728,84.0,88.55,66.97,67.4,57.7,51.98,0.0,94.62,78.14,0.0,138.9,20.2,0.0,97.15,9.43
2429,アクセル,6730,185.19,59.02,-23.5,-1071.79,-23.4,-2490.67,75.87,72.78,167.36,15.97,-192.5,8460.0,50.58,-128.17,4874.19
2431,ニューテック,6734,110.65,103.82,171.77,97.66,174.49,107.71,81.43,144.71,66.61,42.42,195.93,-166.67,36.53,192.26,-115.8
2432,サン電子,6736,103.87,95.99,1126.0,18.62,349.46,76.02,105.9,113.43,86.6,-94.15,-35.07,96.26,-34.52,-37.97,81.53
2433,ＥＩＺＯ,6737,104.85,86.78,119.94,62.78,108.43,60.36,102.99,90.73,94.05,171.96,62.1,-192.13,146.0,73.64,813.78
2434,ジャパンディスプレイ,6740,79.17,88.73,141.52,44.1,90.77,31.24,48.49,75.88,97.32,-343.73,35.49,25.88,-73.93,28.59,7.57
2435,日本信号,6741,111.83,119.2,127.31,339.64,127.13,258.72,92.72,71.63,85.65,57.41,20.33,417.33,67.18,49.23,-283.89
2436,京三製作所,6742,105.06,93.78,94.27,63.68,85.66,62.43,97.99,107.11,119.98,0.75,17.54,64.16,46.6,34.39,53.64
2437,大同信号,6743,100.54,116.6,89.4,171.25,87.62,-272.93,111.04,91.52,100.11,75.44,57.03,-57.55,64.85,23.65,-211.32
2438,能美防災,6744,109.85,101.66,133.2,88.24,134.76,85.42,90.67,87.93,95.9,75.88,58.59,51.35,68.68,60.76,53.36
2439,ホーチキ,6745,103.34,102.62,107.41,99.23,112.37,93.36,103.15,82.8,92.18,221.87,51.91,96.87,217.48,51.33,72.59
2442,エレコム,6750,101.51,106.22,111.36,124.4,119.59,102.9,107.69,101.14,105.58,113.28,108.3,121.41,112.0,109.77,111.68
2444,パナソニック,6752,93.6,100.26,71.39,108.14,79.42,120.39,94.92,85.36,73.6,129.68,110.69,6.66,105.26,114.68,-19.73
2445,シャープ,6753,94.47,98.66,66.5,85.87,22.45,94.35,106.33,104.4,99.97,121.33,90.35,74.61,71.72,118.78,93.52
2446,アンリツ,6754,107.39,115.93,154.84,228.95,149.08,310.92,91.71,99.61,110.57,90.0,120.02,190.02,92.66,123.09,197.83
2447,富士通ゼネラル,6755,103.74,96.31,102.41,72.2,64.84,69.18,110.92,97.14,93.05,-204.56,102.09,155.34,-113.51,156.74,175.58
2449,富士通ゼネラル,6757,129.28,115.24,243.28,-109.32,305.25,-36.15,0.0,119.79,156.16,0.0,127.39,601.92,0.0,155.03,-1390.52
2450,ソニー,6758,95.32,101.42,94.55,121.69,65.2,186.29,109.47,99.59,102.24,119.69,113.91,98.9,161.42,247.05,156.91
2451,ＴＤＫ,6762,98.64,108.65,90.77,120.21,70.27,129.48,111.26,103.11,91.86,111.59,100.23,73.82,104.66,98.91,84.61
2452,帝国通信工業,6763,94.64,92.17,62.46,98.62,-8.81,122.18,106.05,81.47,75.63,175.49,36.55,-55.19,151.27,-75.64,-41.64
2453,タムラ製作所,6768,91.55,101.69,49.76,85.07,16.0,176.19,97.11,90.07,80.53,83.79,53.27,-39.61,-111.22,44.5,12800.0
2455,アルプス電気,6770,95.21,99.19,53.98,69.04,-0.18,4555.0,103.99,83.32,65.85,125.51,19.38,-110.82,-1052.68,1.7,826.72
2456,池上通信機,6771,93.08,94.98,70.14,159.16,79.67,151.51,111.51,96.69,84.56,99.47,44.51,147.18,86.54,68.1,268.9
2457,東京コスモス電機,6772,87.26,99.98,44.84,111.8,11.4,147.6,102.4,74.9,68.16,-660.0,-167.57,-1033.33,-618.83,-922.24,325.26
2459,ＴＢグループ,6775,105.61,84.8,65.29,160.26,83.54,152.05,93.38,56.73,84.84,138.57,-219.64,355.26,78.37,-192.97,190.3
2460,天昇電気工業,6776,104.14,113.33,110.13,75.18,117.18,72.73,100.35,81.21,64.37,55.1,11.48,-14.23,36.95,5.26,-12.79
2461,ｓａｎｔｅｃ,6777,117.71,117.64,119.85,117.44,123.21,121.17,88.35,130.6,149.06,64.12,188.15,231.51,56.58,160.07,208.52
2462,ｓａｎｔｅｃ,6778,122.85,112.63,591.89,-11.01,368.22,-13.73,0.0,149.75,155.32,0.0,152.95,0.0,0.0,149.09,-3.09
2463,日本電波工業,6779,92.87,96.69,-2040.89,-4.22,3467.11,2.46,108.7,95.21,81.19,-153.58,33.5,138.83,-140.39,58.18,154.77
2464,日本電波工業,6785,105.91,97.96,101.17,78.16,137.88,67.58,0.0,117.4,109.35,0.0,160.97,200.26,0.0,63.92,427.05
2465,リアルビジョン,6786,92.82,110.82,36.2,-127.82,45.92,-987.65,2.45,2.64,3.2,1.37,-3.12,2883.33,-15.49,315.15,791.16
2466,メイコー,6787,97.11,109.55,58.13,119.7,38.35,160.69,105.73,96.63,83.31,149.94,78.0,28.8,64.18,21.47,-7.09
2467,日本トリム,6788,106.17,108.21,102.36,140.1,17.62,109.55,100.19,87.41,82.48,151.69,79.48,62.5,200.97,85.64,72.86
2469,フォスター電機,6794,76.48,75.92,52.43,42.3,-83.1,-50.19,77.72,75.94,67.05,71.53,-21.22,-68.42,50.12,-161.17,-38.15
2471,名古屋電機工業,6797,98.1,110.63,118.02,163.47,105.61,152.55,135.78,108.18,107.78,1036.36,4772.22,131.11,969.4,1465.58,41.11
2472,ＳＭＫ,6798,94.38,120.38,13.3,-1256.16,324.88,-180.75,92.09,84.7,76.17,140.49,276.19,52.99,60.72,294.07,30.82
2473,ヨコオ,6800,110.67,105.46,162.35,96.59,155.57,94.27,109.11,103.9,77.26,122.91,122.12,36.26,94.31,108.0,34.82
2474,ティアック,6803,94.02,92.16,47.59,182.12,53.11,20.49,101.12,98.78,95.34,1267.57,86.5,93.85,-1722.45,196.96,98.23
2475,ホシデン,6804,90.78,77.96,97.92,87.84,89.34,104.94,108.79,102.09,149.35,115.07,84.93,109.59,95.36,66.89,128.8
2476,ヒロセ電機,6806,97.73,99.56,87.91,82.51,85.89,89.19,119.78,105.01,97.04,178.74,112.93,110.45,166.59,109.83,109.16
2477,日本航空電子工業,6807,93.68,87.47,81.78,83.86,82.45,104.38,97.98,96.85,95.88,87.98,58.01,-69.27,68.5,45.83,-66.93
2478,ＴＯＡ,6809,97.26,104.88,88.78,111.2,82.45,117.12,99.47,78.78,93.17,140.62,26.35,-140.89,162.82,35.38,-1213.83
